"year","station","biomassindex"
2020,10,190.376126631142
2020,22,41.0735356092616
2020,23,32.9041917064148
2020,32,15.6533585469716
2020,48,0.266209855036165
2020,53,138.732026400722
2020,58,196.069570292463
2020,60,126.751708975428
2020,62,24.6951848695269
2020,68,1.64517097287004
