"year","station","biomassindex"
2020,10,14.3130883618798
2020,22,6.96556479670701
2020,23,12.9660395554531
2020,32,7.55110664295673
2020,48,0
2020,53,28.4819372083064
2020,58,11.8219846776268
2020,60,115.823783949241
2020,62,0
2020,68,0
