"year","station","biomassindex"
2020,10,69.8615216092225
2020,22,91.8506173079368
2020,23,70.7927427497245
2020,32,24.4498799368625
2020,48,38.3409764047078
2020,53,114.099863158595
2020,58,90.5571788528308
2020,60,246.292363174335
2020,62,13.7030893527011
2020,68,91.7501745981052
