CPUE_File,Stock,Name,EnglishName,ScientificName,StartYear,EndYear,Resilience,r.low,r.hi,Bk.yr,Bk.pr,Bk.pr.low,Bk.pr.hi,e.creep,Comment,Source,MSY.BSM,MSY.BSM.lcl,MSY.BSM.ucl,r.BSM,r.BSM.lcl,r.BSM.ucl,k.BSM,k.BSM.lcl,k.BSM.ucl,B_Bmsy,B_Bmsy.lcl,B_Bmsy.ucl,F_Fmsy,F_Fmsy.lcl,F_Fmsy.ucl
EU_Stocks_CPUE_1.csv,anb-78ab,Black-bellied anglerfish in Divisions VIIb–k and VIIIa,b,d (West and Southwest of Ireland, Bay of Biscay),NA,Lophius budegassa,1997,2015,Low,0.29,0.66,1997,About half,NA,NA,NA,,,,,,,,,,,,,,,,,
