"","CPUE_File","Stock","Name","EnglishName","ScientificName","StartYear","EndYear","Resilience","r.low","r.hi","Bk.yr","Bk.pr","Bk.pr.low","Bk.pr.hi","e.creep","Comment","Source","MSY.BSM","MSY.BSM.lcl","MSY.BSM.ucl","r.BSM","r.BSM.lcl","r.BSM.ucl","k.BSM","k.BSM.lcl","k.BSM.ucl","B_Bmsy","B_Bmsy.lcl","B_Bmsy.ucl","F_Fmsy","F_Fmsy.lcl","F_Fmsy.ucl"
"1","SJA_CPUE.csv","SJA_Trust","Pecten_jacobaeus","b","d (West and Southwest of Ireland",2005,2020,"Medium",NA,NA,2019,"Small",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","SJA_CPUE.csv","SJA_diva","Pecten_jacobaeus","b","d (West and Southwest of Ireland",2005,2020,"Medium",NA,NA,2019,"Small",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","SJA_CPUE.csv","SJA_prop","Pecten_jacobaeus","b","d (West and Southwest of Ireland",2005,2020,"Medium",NA,NA,2019,"Small",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","SJA_CPUE.csv","SJA_ssa","Pecten_jacobaeus","b","d (West and Southwest of Ireland",2005,2020,"Medium",NA,NA,2019,"Small",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","SJA_CPUE.csv","SJA_pred","Pecten_jacobaeus","b","d (West and Southwest of Ireland",2005,2020,"Medium",NA,NA,2019,"Small",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
