"","Stock","Year","Catch","CPUE"
"1","SOL_Trust",2005,NA,26.0719966280252
"2","SOL_Trust",2006,NA,32.4276375054344
"3","SOL_Trust",2007,NA,36.2956854413483
"4","SOL_Trust",2008,NA,29.2292412399319
"5","SOL_Trust",2009,NA,22.9733088498887
"6","SOL_Trust",2010,NA,27.0274532545871
"7","SOL_Trust",2011,NA,28.897862619362
"8","SOL_Trust",2012,NA,43.1948576668135
"9","SOL_Trust",2013,NA,49.9508576573766
"10","SOL_Trust",2014,NA,82.8737385214522
"11","SOL_Trust",2015,NA,60.7888695209531
"12","SOL_Trust",2016,NA,65.3994822640017
"13","SOL_Trust",2017,NA,57.3098263429805
"14","SOL_Trust",2018,NA,79.8597374012473
"15","SOL_Trust",2019,NA,71.9118655104395
"16","SOL_Trust",2020,NA,65.0925569523543
"17","SOL_diva",2005,NA,26.0719966280252
"18","SOL_diva",2006,NA,32.4276375054344
"19","SOL_diva",2007,NA,36.2956854413483
"20","SOL_diva",2008,NA,29.2292412399319
"21","SOL_diva",2009,NA,22.9733088498887
"22","SOL_diva",2010,NA,27.0274532545871
"23","SOL_diva",2011,NA,28.897862619362
"24","SOL_diva",2012,NA,43.1948576668135
"25","SOL_diva",2013,NA,49.9508576573766
"26","SOL_diva",2014,NA,82.8737385214522
"27","SOL_diva",2015,NA,60.7888695209531
"28","SOL_diva",2016,NA,65.3994822640017
"29","SOL_diva",2017,NA,57.3098263429805
"30","SOL_diva",2018,NA,79.8597374012473
"31","SOL_diva",2019,NA,71.9118655104395
"32","SOL_diva",2020,NA,73.1936591403063
"33","SOL_prop",2005,NA,26.0719966280252
"34","SOL_prop",2006,NA,32.4276375054344
"35","SOL_prop",2007,NA,36.2956854413483
"36","SOL_prop",2008,NA,29.2292412399319
"37","SOL_prop",2009,NA,22.9733088498887
"38","SOL_prop",2010,NA,27.0274532545871
"39","SOL_prop",2011,NA,28.897862619362
"40","SOL_prop",2012,NA,43.1948576668135
"41","SOL_prop",2013,NA,49.9508576573766
"42","SOL_prop",2014,NA,82.8737385214522
"43","SOL_prop",2015,NA,60.7888695209531
"44","SOL_prop",2016,NA,65.3994822640017
"45","SOL_prop",2017,NA,57.3098263429805
"46","SOL_prop",2018,NA,79.8597374012473
"47","SOL_prop",2019,NA,71.9118655104395
"48","SOL_prop",2020,NA,66.824462381073
"49","SOL_ssa",2005,NA,26.0719966280252
"50","SOL_ssa",2006,NA,32.4276375054344
"51","SOL_ssa",2007,NA,36.2956854413483
"52","SOL_ssa",2008,NA,29.2292412399319
"53","SOL_ssa",2009,NA,22.9733088498887
"54","SOL_ssa",2010,NA,27.0274532545871
"55","SOL_ssa",2011,NA,28.897862619362
"56","SOL_ssa",2012,NA,43.1948576668135
"57","SOL_ssa",2013,NA,49.9508576573766
"58","SOL_ssa",2014,NA,82.8737385214522
"59","SOL_ssa",2015,NA,60.7888695209531
"60","SOL_ssa",2016,NA,65.3994822640017
"61","SOL_ssa",2017,NA,57.3098263429805
"62","SOL_ssa",2018,NA,79.8597374012473
"63","SOL_ssa",2019,NA,71.9118655104395
"64","SOL_ssa",2020,NA,72.7664209465389
"65","SOL_pred",2005,NA,26.0719966280252
"66","SOL_pred",2006,NA,32.4276375054344
"67","SOL_pred",2007,NA,36.2956854413483
"68","SOL_pred",2008,NA,29.2292412399319
"69","SOL_pred",2009,NA,22.9733088498887
"70","SOL_pred",2010,NA,27.0274532545871
"71","SOL_pred",2011,NA,28.897862619362
"72","SOL_pred",2012,NA,43.1948576668135
"73","SOL_pred",2013,NA,49.9508576573766
"74","SOL_pred",2014,NA,82.8737385214522
"75","SOL_pred",2015,NA,60.7888695209531
"76","SOL_pred",2016,NA,65.3994822640017
"77","SOL_pred",2017,NA,57.3098263429805
"78","SOL_pred",2018,NA,79.8597374012473
"79","SOL_pred",2019,NA,71.9118655104395
"80","SOL_pred",2020,NA,71.055432381978
